Post-SPAC Ticker Symbol,Post-SPAC Company Name,SPAC Ticker,SPAC Name,Merged Company Name (if Different than DeSPAC),Merger Completion Date (Announced),SPAC IPO Date,Total Return (from SPAC IPO price),Annualized Return (from SPAC IPO),Current Price,% Change Prev,Market Cap,SPAC IPO Size,SPAC Initial Target Industry,Notable Leadership / Sponsor, Underwriter(s),Status,Warrant Trading Status,Post-Completion Events,Merger Partner Leadership,Est. Date Warrants Exercisable,Warrant Exercise Deadline (if Called),forwardPE,enterpriseToEbitda,entrepriseToRevenue,heldPercentInstitutions,pegRatio,sector,industry,exchange,country,city,logo_url
CURI,CuriosityStream Inc.,SAQN,Software Acquisition Group Inc ,,2020-10-14,2019-11-19,0.29100000000000004,0.2047,12.91,0.038599999999999995,684700295.0,149500000.0,"Software, Tech",,B. Riley FBR,Trading,Warrants Trading,,,2020-11-18,,,-28.798,,0.11249,0.04,,,NMS,United States,Silver Spring,https://logo.clearbit.com/curiositystream.com
SFT,Shift Technologies,INSU,Insurance Acquisition Corp. ,,2020-10-13,2019-03-20,-0.29100000000000004,-0.1392,7.09,0.0202,596186343.0,150650000.0,Insurance,Cohen & Company ,Cantor,Trading,Warrants Trading,,,2020-11-12,,,-5.072,,0.49036998,,Consumer Cyclical,Internet Retail,NMS,United States,San Francisco,https://logo.clearbit.com/shift.com
MPLN,MultiPlan Corporation,CCXX,Churchill Capital III Corp ,,2020-10-08,2020-02-14,-0.35600000000000004,-0.30079999999999996,6.44,0.0362,4307869954.0,1100000000.0,,Michael Klein (Former Co-CEO of Citi Markets and Banking),"Citigroup, Goldman Sachs",Trading,Warrants Trading,,,2021-02-13,,,30.06,,0.84397006,,Healthcare,Healthcare Plans,NYQ,United States,New York,https://logo.clearbit.com/multiplan.us
HYLN,Hyliion,SHLL,Tortoise Acquisition Corp ,,2020-10-01,2019-02-27,-0.153,-0.0712,8.47,0.0242,1442060742.0,233000000.0,Energy,Vincent T. Cubbage (Tortoise Capital Advisors),"Barclays, Goldman Sachs",Trading,,,Thomas Healy,,2020/12/30,,-42.259,,0.24757999,,Consumer Cyclical,Auto Parts,NYQ,United States,Cedar Park,https://logo.clearbit.com/hyliion.com
EQOS,Diginex Limited,JFK,8I Enterprises Acquisition Corp ,,2020-10-01,2018-06-12,-0.369,-0.129,6.31,0.1109,235472728.0,50000000.0,Tech,,Chardan,Trading,,,,,2021/3/26,,-2.696,,0.03739,,Financial Services,Capital Markets,NCM,Hong Kong,Central,https://logo.clearbit.com/diginex.com
VLDR,"Velodyne Lidar, Inc",GRAF,Graf Industrial Corp ,,2020-09-29,2018-06-12,0.451,0.1577,14.51,0.0574,2731902895.0,243770000.0,Industrial,James Graf,"EarlyBirdCapital, Oppenheimer",Trading,Warrants Trading,,,2020-10-29,,,-15.327,,0.12394,0.13,Technology,Scientific & Technical Instruments,NMS,United States,San Jose,https://logo.clearbit.com/velodynelidar.com
GB,Global Blue Group,FPAC,Far Point Acquisition Corp ,,2020-08-28,2018-06-12,0.11699999999999999,0.0409,11.17,-0.0062,2094764847.0,632500000.0,"Fintech, Tech, Financial Services","Dan Loeb (Founder, Third Point), Thomas W. Farley (Ex-Intercontinental Exchange)","Credit Suisse, BofA Merrill Lynch",Trading,Warrants Trading,,,2020-09-27,,,-50.569,,0.80202,,Technology,Information Technology Services,NYQ,Switzerland,Wangen-BrÃ¼ttisellen,https://logo.clearbit.com/globalblue.com
UTZ,"Utz Brands, Inc",CCH,Collier Creek Holdings ,"Utz Quality Foods, LLC",2020-08-28,2018-10-05,1.6269999999999998,0.6392,26.27,0.0688,2323784824.0,440000000.0,Consumer Goods,Chinh Chu (Former Managing Director at Blackstone),"Citigroup, Credit Suisse, BofA Merrill Lynch",Trading,Warrants Trading,,,2020-09-27,,,43.242,,0.62679,0.88,Consumer Defensive,Packaged Foods,NYQ,United States,Hanover,https://logo.clearbit.com/utzsnacks.com
HPK,"HighPeak Energy, Inc.",PACQ,Pure Acquisition Corp ,,2020-08-24,2018-02-12,-0.25,-0.0784,7.5,0.0,695069175.0,414000000.0,"Oil and Gas, Energy",,"Oppenheimer, EarlyBirdCapital",Trading,Warrants Trading,,,2020-09-23,,,-86.589,,0.02238,,Energy,Oil & Gas E&P,NGM,United States,Fort Worth,https://logo.clearbit.com/highpeakenergy.com
DMS,"Digital Media Solutions, Inc.",LHC,Leo Holdings Corp. ,,2020-07-15,2018-02-12,0.095,0.0298,10.95,0.0083,653562345.0,200000000.0,,"Lyndon Lea (Founder, Lion Capital), Robert Bensoussan (Former CEO, Jimmy Choo), Lori Bush (Former CEO, Rodan + Fields)",Citigroup,Trading,Warrants Trading,,,2020-08-14,,,13.39,,0.82395,,Communication Services,Advertising Agencies,NYQ,United States,Clearwater,https://logo.clearbit.com/digitalmediasolutions.com
IMTX,Immatics N.V.,ARYA,ARYA Sciences Acquisition Corp ,Immatics Biotechnologies GmbH,2020-07-01,2018-10-04,0.222,0.08710000000000001,12.22,0.0183,768743230.0,143750000.0,Healthcare,Perceptive Advisors,"Jefferies, Chardan",Trading,Warrants Trading,,,2020-07-31,,,-8.0,,0.38876998,-0.27,Healthcare,Biotechnology,NCM,Germany,TÃ¼bingen,https://logo.clearbit.com/immatics.com
HOFV,Hall of Fame Resort & Entertainment Company,GPAQ,Gordon Pointe Acquisition Corp. ,,2020-07-01,2018-01-25,-0.67,-0.2069,3.3,0.0611,311933168.0,125000000.0,FinTech,James Dolan,B. Riley FBR,Trading,Warrants Trading,,,2020-07-31,,,-17.906,,0.067779996,,Communication Services,Entertainment,NMS,United States,Canton,https://logo.clearbit.com/hofreco.com
FREE,Whole Earth Brands Inc,ACTT,Act II Global Acquisition Corp ,"Merisant Company, MAFCO Worldwide (Subsidiaries of Flavors Holdings Inc.)",2020-06-25,2019-04-25,0.305,0.1531,13.05,-0.0102,501275782.0,300000000.0,"Consumer packaged goods, Hospitality, Restaurants, Health and Wellness","Irwin Simon (Founder, Hain Celestial Group; Former Chairman, Aphria Inc)","JP Morgan, Cantor Fitzgerald",Trading,Warrants Trading,,,2020-07-25,,,20.562,,0.63908,,Consumer Defensive,Packaged Foods,NCM,United States,Chicago,https://logo.clearbit.com/wholeearthbrands.com
LGHL,Lion Group Holding Ltd,PAAC,Proficient Alpha Acquisition Corp ,Lion Financial Group,2020-06-18,2019-05-29,-0.76,-0.4003,2.4,0.0301,88887511.0,115000000.0,"China, Financial Services",,"I-Bankers, EarlyBirdCapital",Trading,Warrants Trading,,,2020-07-18,,,,,0.020350002,,Financial Services,Asset Management,NMS,Hong Kong,Kowloon Bay,https://logo.clearbit.com/libkr.com
LPRO,Open Lending Corp.,NEBU,Nebula Acquisition Corporation ,,2020-06-10,2018-01-09,2.681,0.8168000000000001,36.81,0.0338,4644434030.0,250000000.0,Tech,True Wind Capital,"Deutsche Bank, Goldman Sachs",Trading,,,,,2020/9/8,,70.243,,0.54962003,0.92,Financial Services,Credit Services,NGM,United States,Austin,https://logo.clearbit.com/openlending.com
NKLA,Nikola Corporation,VTIQ,VectoIQ Acquisition Corp ,,2020-06-03,2018-05-15,0.004,0.0014000000000000002,10.04,0.039900000000000005,3933177046.0,230000000.0,,"Stephen Girsky (CEO VectoIQ; Former Vice Chairman, General Motors)","Cowen, Chardan",Trading,,,Trevor Milton (Chairman upon Merger),,2020/8/21,,-8.863,,0.17951,-0.64,Consumer Cyclical,Auto Manufacturers,NMS,United States,Phoenix,https://logo.clearbit.com/nikolamotor.com
HYMC,Hycroft Mining Holding Corporation,MUDS,Mudrick Capital Acquisition Corporation ,,2020-05-29,2018-02-07,-0.629,-0.19640000000000002,3.71,0.0692,222832800.0,200000000.0,Post-Restructured companies,,Cantor,Trading,Warrants Trading,,,2020-06-28,,,-3.98,,0.96966004,,Basic Materials,Other Precious Metals & Mining,NCM,United States,Denver,https://logo.clearbit.com/hycroftmining.com
SJ,Scienjoy Holding Corp,HHHH,Wealthbridge Acquisition Limited ,,2020-05-07,2019-02-06,-0.038,-0.0172,9.62,0.0779,259955881.0,50000000.0,"Air Transportation, China",,Chardan,Trading,,,,,,,0.521,,0.00968,,Communication Services,Broadcasting,NCM,China,Beijing,https://logo.clearbit.com/scienjoy.com
DKNG,DraftKings Inc,DEAC,Diamond Eagle Acquisition Corp ,,2020-04-23,2019-05-10,4.7860000000000005,2.4535,57.86,0.038599999999999995,23011205756.0,400000000.0,"Online Casino, Sports Betting","Jeff Sagansky, Harry Sloan (Former CEO of MGM)","Deutsche Bank, Goldman Sachs",Trading,,,Jason Robbins,,2020/6/6,,-29.668,,0.53108,-1.23,Consumer Cyclical,Gambling,NMS,United States,Boston,https://logo.clearbit.com/draftkings.com
AVCT,American Virtual Cloud Technologies,WRLS,Pensare Acquisition Corp. ,"Stratos Management Systems, Inc. ",2020-04-17,2017-07-27,-0.307,-0.08220000000000001,6.93,0.0146,136691176.0,310500000.0,Telecom,,EarlyBirdCapital,Trading,Warrants Trading,,,2020-05-17,,,-17.98,,0.06441,,Technology,Information Technology Services,NCM,United States,Atlanta,https://logo.clearbit.com/avctechnologies.com
IGIC,International General Insuranc Hldgs Ltd,TIBR,Tiberius Acquisition Corporation ,International General Insurance Holdings Ltd,2020-03-17,2018-03-15,-0.243,-0.0783,7.57,0.0159,368969394.0,150000000.0,,,"Cantor, Dowling and Partners",Trading,Warrants Trading,,,2020-04-16,,,1.348,,0.51312,,Financial Services,Insurance—Diversified,NCM,Jordan,Amman,https://logo.clearbit.com/iginsure.com
BWMX,Betterware De Mexico,DDMX,DD3 Acquisition Corp. ,,2020-03-13,2018-10-11,3.045,1.2041,40.45,-0.0015,1393543785.0,50000000.0,Mexico,,EarlyBirdCapital,Trading,,,,,2020/11/9,,0.674,,0.03013,,Consumer Cyclical,Specialty Retail,NCM,Mexico,Zapopan,https://logo.clearbit.com/betterware.com.mx
GDYN,"Grid Dynamics Holdings, Inc",CTAC,ChaSerg Technology Acquisition Corp. ,,2020-03-05,2018-10-04,0.45399999999999996,0.1782,14.54,0.0479,782021945.0,200000000.0,Tech,,Cantor,Trading,Warrants Trading,,,2020-04-04,,,-59.537,,0.48042,,Technology,Information Technology Services,NCM,United States,San Ramon,https://logo.clearbit.com/griddynamics.com
METX,Meten EdtechX Education Group,EDTX,EdTechx Holdings Acquisition Corp ,Meten Education,2020-03-30,2018-10-05,-0.82,-0.3222,1.8,0.0405,94861253.0,55000000.0,EdTech,,"Chardan, I-Bankers",Trading,Warrants Trading,,,2020-04-29,,,-1.215,,0.12322,,Consumer Defensive,Education & Training Services,NMS,China,Shenzhen,https://logo.clearbit.com/investor.metenedu-edtechx.com
ATCX,Atlas Technical Consultants,BWMC,Boxwood Merger Corp ,Atlas Intermediate Holdings,2020-02-14,2018-11-15,-0.10400000000000001,-0.042699999999999995,8.96,-0.0022,316112474.0,200000000.0,"Technical Services, Industrial Services","Steve Kadenacy (Former COO, AECOM)","BofA Merrill Lynch, Morgan Stanley, Macquarie Capital",Trading,,,,,,,14.613,,0.53634,,Industrials,Engineering & Construction,NMS,United States,Austin,https://logo.clearbit.com/oneatlas.com
ALTG,Alta Equipment Group Inc,BRPM,B. Riley Principal Merger Corp ,,2020-02-14,2019-04-09,0.307,0.1508,13.07,0.0308,392341785.0,143800000.0,,Kenneth Young (President of B. Riley Financial),B. Riley FBR,Trading,Warrants Trading,,,2020-04-08,,,12.041,,0.65616995,,Industrials,Rental & Leasing Services,NYQ,United States,Livonia,https://logo.clearbit.com/altaequipment.com
GSMG,Glory Star New Media Group,TKKS,TKK Symphony Acquisition Corporation ,,2020-02-15,2018-08-16,-0.605,-0.2256,3.95,-0.015,261015805.0,220000000.0,"Consumer Products, China",,EarlyBirdCapital,Trading,Warrants Trading,,,2020-03-16,,,7.091,,0.0027700001,,Communication Services,Broadcasting,NMS,China,Beijing,https://logo.clearbit.com/yaoshixinghui.com
PAE,PAE Inc,GRSH,Gores Holdings III ,PAE (Platinum Equity Portfolio Company),2020-02-10,2018-09-06,-0.205,-0.0781,7.95,0.0134,739439735.0,375000000.0,,Gores Group,Deutsche Bank,Trading,Warrants Trading,,,2020-03-11,,,13.717,,0.84336996,0.15,Industrials,Specialty Business Services,NMS,United States,Falls Church,https://logo.clearbit.com/pae.com
VRT,Vertiv Holdings Co,GSAH,GS Acquisition Holdings Corp ,Veritiv Holdings (Platinum Equity Portfolio Company),2020-02-10,2018-06-08,1.186,0.4131,21.86,0.0037,7682493916.0,600000000.0,,"Goldman Sachs, David Cote (Former CEO, Honeywell)",Goldman Sachs,Trading,,,,,2021/1/18,,17.542,,0.87144,1.05,Industrials,Electrical Equipment & Parts,NYQ,United States,Columbus,https://logo.clearbit.com/vertiv.com
VVNT,Vivint Smart Home,MOSC,Mosaic Acquisition Corp. ,,2020-01-17,2017-10-29,0.271,0.0779,12.71,0.0233,2580666369.0,345000000.0,,Fortress,"Deutsche Bank, RBC Capital Markets, JP Morgan",Trading,,,,,2021/1/7,,-36.282,,0.85069,0.41,Industrials,Security & Protection Services,NYQ,United States,Provo,https://logo.clearbit.com/vivint.com
KLDI,KLDiscovery Inc,PVT,Pivotal Acquisition Corp. ,,2019-12-20,2018-12-26,-0.15,-0.0646,8.5,0.0,361496600.0,200000000.0,"LogTech, Cyber Security","Jon Ledecky (co-owner, New York Islanders), Katrina Adams (Chairman, US Open and Former Pro Tennis Player), Efrat Epstein (Managing Partner of Sound Ventures) ",Cantor,Trading,Warrants Trading,,,2020-01-19,,,15.338,,0.56404996,,Technology,Software—Application,PNK,United States,McLean,https://logo.clearbit.com/kldiscovery.com
BROG,Brooge Holdings Limited,TWLV,Twelve Seas Investment Corp. ,Brooge Holdings and Brooge Petroleum and Gas Investment Company,2019-12-20,2018-06-20,-0.09,-0.0317,9.1,-0.0761,997249021.0,180000000.0,Pan-Eurasia,,EarlyBirdCapital,Trading,Warrants Trading,,,2020-01-19,,,44.515,,0.03326,,Energy,Oil & Gas Midstream,NMS,United Arab Emirates,Fujairah,https://logo.clearbit.com/broogeenergy.com
IMVT,Immunovant Inc.,HSAC,Health Sciences Acquisition ,Immunovant Sciences Ltd.,2019-12-19,2019-05-09,0.547,0.28,15.47,0.0091,1516594595.0,100000000.0,"Biopharma, MedTech, Healthcare",RTW Investments,"Chardan, UBS",Trading,,,,,,,-11.322,,0.41838002,,Healthcare,Biotechnology,NMS,United States,New York,https://logo.clearbit.com/immunovant.com
NFH,New Frontier Health,NFC,New Frontier Corporation ,United Family Healthcare,2019-12-19,2018-06-28,0.114,0.0405,11.14,-0.008,1595939118.0,250000000.0,"Healthcare, Tech, Education",,"Credit Suisse, UBS",Trading,Warrants Trading,,,2020-01-18,,,13.801,,0.47804,,Healthcare,Medical Care Facilities,NYQ,China,Beijing,https://logo.clearbit.com/nfh.com.cn
KLR,"Kaleyra, Inc.",GIG,"Gig Capital, Inc ",,2019-11-25,2017-12-08,0.431,0.12789999999999999,14.31,0.0524,445822386.0,125000000.0,"Tech, Media, Telecom",Avi Katz (Tech entrepreneur),Cowen & Company,Trading,Warrants Trading,,,2019-12-25,,,-24.835,,0.30749,,Communication Services,Telecom Services,ASE,Italy,Milan,https://logo.clearbit.com/kaleyra.com
ACEL,Accel Entertainment Inc,TPGH,TPG Pace Holdings Corp ,,2019-11-20,2017-06-27,0.19699999999999998,0.0516,11.97,0.0063,1117752280.0,450000000.0,,"TPG, Karl Peterson (Hotwire Founder)","Deutsche Bank, Goldman Sachs, JP Morgan",Trading,,,,,2020/7/16,,69.345,,0.64272004,0.95,Consumer Cyclical,Gambling,NYQ,United States,Burr Ridge,https://logo.clearbit.com/accelentertainment.com
BRMK,Broadmark Realty Capital Inc.,TMCX,Trinity Merger Corp. ,,2019-11-14,2018-05-14,0.066,0.0225,10.66,0.0028000000000000004,1413085315.0,300000000.0,Real Estate,Trinity Investments,B. Riley FBR,Trading,Warrants Trading,,,2019-12-14,,,,,0.5662,,Real Estate,REIT—Mortgage,NYQ,United States,Seattle,https://logo.clearbit.com/broadmark.com
AHCO,AdaptHealth,DFBH,DFB Healthcare Acquisitions ,,2019-11-08,2018-02-16,1.905,0.5993999999999999,29.05,0.0276,3337798432.0,250000000.0,Healthcare,Deerfield,"Goldman Sachs, Deutsche Bank",Trading,,,,,,,23.728,,0.49866,0.9,Healthcare,Medical Devices,NMS,United States,Plymouth Meeting,https://logo.clearbit.com/adapthealth.com
PHGE,BiomX,CHAC,Chardan Healthcare Acquisition ,,2019-10-28,2018-12-13,-0.355,-0.1507,6.45,0.0254,140000000.0,70000000.0,Healthcare,Chardan,Chardan,Trading,Warrants Trading,,,2019-12-13,,,-3.661,,0.2744,,Healthcare,Biotechnology,ASE,Israel,Ness Ziona,https://logo.clearbit.com/biomx.com
SPCE,Virgin Galactic Holdings Inc,IPOA,Social Capital Hedosophia ,,2019-10-25,2017-09-14,1.194,0.33140000000000003,21.94,0.0463,5203294415.0,690000000.0,Tech,"Chamath Palihapitiya (Managing Partner, Social Capital)",Credit Suisse,Trading,,,Sir Richard Branson,,2020/4/13,,-17.376,,0.28449,0.52,Industrials,Aerospace & Defense,NYQ,United States,Las Cruces,https://logo.clearbit.com/virgingalactic.com
DMTK,DermTech Inc,CNAC,Constellation Alpha Capital Corp ,,2019-08-30,2017-06-19,2.645,0.6886,36.45,0.042,1054105955.0,143750000.0,"Healthcare, India","Rajiv Shukla (CEO, Alpha Healthcare Acq Corp)","Cowen, I-Bankers",Trading,Warrants Trading,,,2019-09-29,,-20.174604,-27.889,,0.47030997,,Healthcare,Diagnostics & Research,NCM,United States,La Jolla,https://logo.clearbit.com/dermtech.com
AESE,Allied Esports Entertainment,BRAC,Black Ridge Acquisition Corp. ,"Allied Esports International, Inc.",2019-08-09,2017-10-04,-0.741,-0.2089,2.59,0.04019999999999999,101958398.0,120000000.0,Energy,Black Ridge Oil & Gas,EarlyBirdCapital,Trading,Warrants Trading,,,2019-09-08,,-16.25,-6.533,,0.20361,,Communication Services,Entertainment,NMS,United States,Irvine,https://logo.clearbit.com/alliedesportsent.com
CTOS,"Nesco Holdings, Inc.",CIC,Capitol Investment Corp IV ,,2019-07-31,2017-08-15,-0.008,-0.0022,9.92,0.031200000000000002,2448732741.0,350000000.0,,Mark Ein,"Citigroup, Deutsche Bank, JP Morgan",Trading,,Nesco Holdings closed acquisition of Custom Truck One Source in 3/2021. NSCO changed ticker to CTOS,,,,,42.921,,0.82788,,Industrials,Rental & Leasing Services,NYQ,United States,Kansas City,https://logo.clearbit.com/customtruck.com
RPAY,Repay Holdings Corporation,TBRG,"Thunder Bridge Acquisition, Ltd. ",,2019-07-11,2018-06-19,1.31,0.4611,23.1,-0.0216,2033323248.0,225000000.0,FinTech,"Peter Kight, Founder CheckFree (acquired by FiServ),Board Member of Bill.com","Cantor, CITIC",Trading,,,,,2020/7/27,,64.453,,0.97913,3.44,Technology,Software—Infrastructure,NMS,United States,Atlanta,https://logo.clearbit.com/repay.com
KERN,Akerna,MTEC,MTech Acquisition ,,2019-06-17,2018-01-29,-0.61,-0.18899999999999997,3.9,0.028999999999999998,89359298.0,57500000.0,Cannabis,,"EarlyBirdCapital, I-Bankers",Trading,Warrants Trading,,,2019-07-17,,-11.545454,-6.808,,0.17082001,,Healthcare,Health Information Services,NMS,United States,Denver,https://logo.clearbit.com/akerna.com
XYNO,"Xynomic Pharmaceuticals Holdings, Inc.",BCAC,Bison Capital Acquisition Corp. ,,2019-05-15,2017-06-19,,,,,,52500000.0,,,"EarlyBirdCapital, Chardan",Trading (OTC),,Delisted (July 2019),,,,,-4.019,,0.0,,Healthcare,Biotechnology,PNK,China,Shanghai,https://logo.clearbit.com/xynomicpharma.com
CLVT,Clarivate Analytics Plc,CCC,Churchill Capital I ,,2019-05-13,2018-09-06,1.547,0.5893999999999999,25.47,0.0241,15482215885.0,690000000.0,,"Michael Klein (Former Co-CEO of Citi Markets and Banking),Jerre Stead (Former IHS CEO)","Citigroup, B. Riley FBR",Trading,,,,,2020/3/23,,61.519,,0.7705,1.61,Technology,Information Technology Services,NYQ,United Kingdom,London,https://logo.clearbit.com/clarivate.com
KXIN,Kaixin Auto Holdings,CMSS,CM Seven Star Acquisition Corporation ,,2019-05-01,2017-10-25,-0.79,-0.2263,2.1,0.0397,137428766.0,180000000.0,,,"EarlyBirdCapital, I-Bankers",Trading,Warrants Trading,,,2019-05-31,,,-2.746,,0.01497,,Consumer Cyclical,Auto & Truck Dealerships,NMS,China,Beijing,https://logo.clearbit.com/ir.kaixin.com
HUNTF,Hunter Maritime Acquisition Corp,HUNT,Hunter Maritime Acquisition Corp ,NCF Wealth Holdings Limited,2019-03-21,2016-11-18,,,,,,150000000.0,Drybulk Shipping,Belgium's Saverys Family (CMB),"Morgan Stanley, I-Bankers",Trading (OTC),,Delisted (April 2019),,,,,-1.591,,0.0,,Financial Services,Credit Services,PNK,China,Beijing,https://logo.clearbit.com/ncfwx.com
OSW,OneSpaWorld,HYAC,Haymaker Acquisition I ,,2019-03-19,2017-10-24,0.059000000000000004,0.0169,10.59,0.0388,733462173.0,300000000.0,,Steven Heyer (Former CEO of Starwood Hotels),"Cantor, I-Bankers",Trading,Warrants Trading,,,2019-04-18,,41.84,-26.414,,0.97523004,,Consumer Cyclical,Leisure,NMS,Bahamas,Nassau,https://logo.clearbit.com/onespaworld.com
TH,Target Hospitality Corp,EAGL,Platinum Eagle Acquisition Corp ,"Target Logistics Management, RL Signor Holdings",2019-03-15,2018-01-11,-0.7170000000000001,-0.2188,2.83,0.066,285992269.0,300000000.0,"Media, Entertainment","Jeff Sagansky, Harry Sloan (Former CEO of MGM)","Deutsche Bank, BofA Merrill Lynch",Trading,,,,,,45.833336,9.064,,0.83693004,-1.86,Energy,Oil & Gas Equipment & Services,NMS,United States,The Woodlands,https://logo.clearbit.com/targethospitality.com
BIOX,Bioceres Crop Solutions Corp,LTN,Union Acquisition Corp ,"Bioceres, Inc",2019-03-04,2018-02-28,0.34299999999999997,0.1091,13.43,0.0252,485029967.0,200000000.0,Latin America,,"Ladenburg Thalmann, Brookline",Trading,,,,,,13.277227,18.554,,0.0094099995,,Basic Materials,Agricultural Inputs,ASE,Argentina,Rosario,https://logo.clearbit.com/biocerescrops.com
GTYH,GTY Technology Holdings Inc,GTYH,GTY Technology Holdings Inc ,"Bonfire, CityBase, eCivis, Open Counter, Questica",2019-02-19,2016-10-26,-0.44299999999999995,-0.0987,5.57,-0.0159,307079178.0,552000000.0,Tech,"Harry You, Joe Tucci (Former CEO, EMC)","Citigroup, I-Bankers",Trading,Warrants Trading,,,2019-03-21,,-35.5,-16.543,,0.44533002,,Technology,Software—Application,NCM,United States,Las Vegas,https://logo.clearbit.com/gtytechnology.com
AGLY,Agiliti Inc,FSAC,Federal Street Acquisition Corp ,,2019-01-04,2017-07-18,0.051,0.013600000000000001,10.51,0.0,,460000000.0,Healthcare,Thomas H. Lee Partners,"Citigroup, BofA Securities",Trading,,,,,,,10.121,,0.0,,Healthcare,Health Information Services,PNK,United States,Minneapolis,https://logo.clearbit.com/agilitihealth.com
PACK,Ranpak Holdings Corp,OMAD,One Madison Corp. ,,2018-12-13,2018-01-17,0.7859999999999999,0.24109999999999998,17.86,-0.0006,1366901188.0,300000000.0,Consumer,,"Credit Suisse, BofA Securities",Trading,,,,,,89.15,22.243,,0.92113,,Consumer Cyclical,Packaging & Containers,NYQ,United States,Concord Township,https://logo.clearbit.com/ranpak.com
WTRH,Waitr Holdings Inc,LCA,Landcadia Holdings Inc ,,2018-11-15,2016-05-25,-0.746,-0.1519,2.54,0.0165,283415439.0,250000000.0,,"Tilman Fertitta (Houston Rockets owner, CEO of Landry's)","Jefferies, Deutsche Bank",Trading,,,,,,12.75,8.211,,0.49532002,0.76,Technology,Software—Application,NMS,United States,Lafayette,https://logo.clearbit.com/waitrapp.com
VRRM,Verra Mobility Corp,GSHT,Gores Holdings II Inc ,,2018-10-17,2017-01-12,0.423,0.099,14.23,0.020099999999999996,2310386994.0,400000000.0,,Gores Group,Deutsche Bank,Trading,Warrants Trading,,,2018-11-16,,32.227272,19.799,,0.99878,82.06,Industrials,Security & Protection Services,NMS,United States,Mesa,https://logo.clearbit.com/verramobility.com
FLMN,Falcon Minerals Corporation,OSPR,Osprey Energy Acquisition Corp ,Royal Resources L.P. (Assets),2018-08-24,2017-07-20,-0.56,-0.1491,4.4,0.0138,378871600.0,275000000.0,Energy,,"Credit Suisse, I-Bankers",Trading,Warrants Trading,,,2018-09-23,,13.272727,15.845,,0.64153,5.37,Energy,Oil & Gas E&P,NMS,United States,New York,https://logo.clearbit.com/falconminerals.com
MGY,Magnolia Oil & Gas Corporation,TPGE,TPG Pace Energy Holdings Corp ,"EnerVest, Ltd.¡¯s South Texas Division",2018-07-31,2017-05-14,0.07400000000000001,0.018799999999999997,10.74,0.008,2616687100.0,650000000.0,,TPG,"Deutsche Bank, Goldman Sachs, Citigroup, Credit Suisse",Trading,,,,,,8.669354,7.014,,0.99473,0.2,Energy,Oil & Gas E&P,NYQ,United States,Houston,https://logo.clearbit.com/magnoliaoilgas.com
IMXI,International Money Express Inc,FNTE,FinTech Acquisition Corp II ,Intermex Holdings II,2018-07-26,2017-01-19,0.46,0.1081,14.6,0.0052,557793909.0,175000000.0,FinTech,"Betsy Cohen (Founder/Fmr CEO Bancorp),Daniel Cohen","Cantor, Northland",Trading,,,,,,11.5234375,33.007,,0.80376,26.33,Technology,Information Technology Services,NMS,United States,Miami,https://logo.clearbit.com/intermexonline.com
LAZY,Lazydays Holdings Inc,ANDA,Andina Acquisition Corp II ,Lazydays R.V. Center,2018-03-15,2015-12-01,1.077,0.1997,20.77,0.023700000000000002,223646147.0,40600000.0,Latin America,Julio Torres,EarlyBirdCapital,Trading,Warrants Trading,,,2018-04-14,,8.858268,7.495,,0.60159,0.23,Consumer Cyclical,Auto & Truck Dealerships,NMS,United States,Seffner,https://logo.clearbit.com/lazydays.com
CVON,ConvergeOne Holdings Inc,FMCI,Forum Merger Corporation ,,2018-02-23,2017-04-06,,,,,,151500000.0,,,EarlyBirdCapital,Non-Trading,,Acquired by CVC Fund VII (Nov 2018 - $1.8B),,,,,,,,,NaN,NaN,YHD,NaN,NaN,
AMR,Alta Mesa Resources Inc,SRUN,Silver Run Acquisition Corp II ,"Alta Mesa Holdings, LP and Kingfisher Midstream, LLC",2018-02-09,2017-05-23,,,,,,1035000000.0,Energy,,"Citigroup, Credit Suisse, Deutsche Bank, Goldman Sachs",Non-Trading,,"Filed for Bankruptcy (Sep 2019),sold by creditors in 4/2020",,,,2.841102,8.169,,0.72956,,Energy,Thermal Coal,NYQ,United States,Bristol,https://logo.clearbit.com/alphametresources.com
PRPL,"Purple Innovation, Inc.",GPAC,Global Partner Acquisition Corp. ,,2018-02-02,2015-07-29,2.478,0.4321,34.78,0.0398,,155250000.0,,,Deutsche Bank,Trading,,,,,2020/11/30,30.194689,28.636,,0.98652,0.96,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NMS,United States,Lehi,https://logo.clearbit.com/purple.com
WSC,WillScot Corporation,EAGL,Double Eagle Acquisition Corp ,,2017-11-29,2015-09-14,1.891,0.3373,28.91,0.0216,6624016121.0,500000000.0,"Media, Entertainment","Jeff Sagansky, Harry Sloan (Former CEO of MGM)","Deutsche Bank Securities, BofA Merrill Lynch",Trading,,,,,2020/2/24,25.72072,30.133,,0.79663,0.56,Industrials,Rental & Leasing Services,NMS,United States,Phoenix,https://logo.clearbit.com/willscotmobilemini.com
